ticker,earnings_date,eps_estimate,reported_eps,eps_surprise_pct,is_confirmed
ATLC,2011-05-12,-0.95,0.68,171.58,True
ATLC,2011-03-04,-0.9,-1.15,-27.78,True
ATLC,2010-11-05,-1.22,-1.06,13.11,True
ATLC,2010-08-06,-1.32,-0.73,44.7,True
ATLX,2026-03-04,-0.64,-0.36,43.75,True
ATLX,2025-11-13,-0.64,-0.35,45.31,True
ATLX,2025-08-04,-0.59,-0.31,47.46,True
ATLX,2025-05-09,-0.5,-0.55,-10.0,True
ATLX,2025-03-14,-0.42,-0.72,-71.43,True
ATLX,2024-11-08,-0.62,-0.6,3.23,True
ATLX,2024-08-09,-0.7,-0.85,-21.43,True
ATLX,2024-05-15,-0.65,-1.29,-96.95,True
ATLX,2024-03-27,-0.75,-1.35,-80.0,True
ATLX,2023-10-20,-0.26,-1.09,-319.23,True
ATLX,2023-08-14,-0.29,-1.02,-251.72,True
ATLX,2023-05-15,-0.3,-0.6,-100.0,True
ATLX,2023-03-30,-0.26,-1.0,-284.23,True
ATLO,2026-07-24,0.66,,,False
ATLO,2026-04-24,0.62,0.67,8.06,True
ATLO,2015-05-07,0.41,0.39,-3.94,True
ATLO,2015-03-12,0.42,0.34,-18.47,True
ATLO,2014-10-17,0.42,0.4,-4.08,True
ATLO,2014-07-18,0.4,0.41,3.27,True
ATLO,2014-04-14,0.4,0.49,21.29,True
ATLO,2014-01-17,0.4,0.36,-10.89,True
ATLO,2013-10-18,0.4,0.4,,True
ATLO,2013-07-12,0.37,0.35,-4.11,True
ATLO,2013-04-12,0.4,0.39,-1.52,True
ATLO,2013-01-18,0.42,0.37,-10.84,True
ATLO,2012-10-12,0.4,0.41,2.24,True
ATLO,2012-07-13,0.42,0.36,-13.46,True
ATLO,2012-04-13,0.39,0.38,-1.81,True
ATLO,2012-01-20,0.38,0.39,1.56,True
ATLO,2011-10-14,0.36,0.38,5.85,True
ATLO,2011-07-15,0.36,0.34,-5.29,True
ATLO,2011-04-15,0.34,0.37,7.87,True
ATLO,2011-01-21,0.36,0.32,-10.86,True
ATLO,2010-10-15,0.34,0.38,12.09,True
ATMU,2026-08-07,0.77,,,False
ATMU,2026-05-01,0.67,0.69,3.6,True
ATMU,2026-02-13,0.57,0.66,16.41,True
ATMU,2025-11-07,0.6,0.69,15.12,True
ATMU,2025-08-08,0.65,0.75,14.81,True
ATMU,2025-05-02,0.59,0.63,6.95,True
ATMU,2025-02-21,0.49,0.48,-1.72,True
ATMU,2024-11-08,0.52,0.61,18.11,True
ATMU,2024-08-02,0.58,0.71,23.33,True
ATMU,2024-05-03,0.57,0.6,5.34,True
ATMU,2024-02-14,0.44,0.49,12.47,True
ATMU,2023-11-03,0.43,0.52,20.14,True
ATMU,2023-08-09,0.48,0.63,31.33,True
ATNI,2026-05-06,0.12,,,False
ATNI,2026-03-04,0.03,-0.26,-952.67,True
ATNI,2025-11-05,-0.06,0.55,1009.67,True
ATNI,2025-08-07,-0.07,-0.1,-40.39,True
ATNI,2025-04-30,-0.1,-0.33,-229.0,True
ATNI,2025-03-04,-0.19,0.42,318.42,True
ATNI,2024-10-29,0.02,0.01,-38.1,True
ATNI,2024-07-24,-0.12,-0.44,-263.08,True
ATNI,2024-04-24,,-0.24,,True
ATNI,2024-02-21,-0.06,0.01,113.67,True
ATNI,2023-10-25,-0.01,-0.14,-1349.0,True
ATNI,2023-07-26,-0.14,0.06,141.43,True
ATNI,2023-04-26,-0.16,-0.06,62.5,True
ATNI,2023-02-22,0.11,-0.03,-126.55,True
ATNI,2022-10-26,-0.1,0.03,129.0,True
ATNI,2022-07-27,-0.12,-0.01,92.5,True
ATNI,2022-04-27,-0.12,0.19,260.5,True
ATNI,2022-02-23,-0.04,0.04,202.86,True
ATNI,2021-10-27,-0.07,0.16,324.43,True
ATNI,2021-07-28,-0.06,0.26,535.27,True
ATNI,2021-04-27,-0.05,0.22,498.73,True
ATNI,2021-02-23,-0.38,0.16,141.24,True
ATNI,2020-10-28,0.04,0.17,319.75,True
ATNI,2020-07-29,-0.07,0.3,534.43,True
ATNI,2020-04-29,-0.22,-0.06,72.34,True
ATNM,2026-03-30,-0.19,-0.19,-1.78,True
ATNM,2025-11-14,-0.32,-0.16,50.51,True
ATNM,2025-08-08,-0.35,-0.22,37.59,True
ATNM,2025-05-09,-0.28,-0.51,-83.78,True
ATNM,2025-03-31,-0.39,-0.21,46.15,True
ATNM,2024-11-14,-0.37,-0.37,-0.91,True
ATNM,2024-08-05,-0.4,-0.38,5.0,True
ATNM,2024-04-26,-0.52,-0.31,40.38,True
ATNM,2024-03-29,-0.54,-0.33,38.51,True
ATNM,2023-11-02,-0.57,-0.49,13.53,True
ATNM,2023-08-14,-0.49,-0.58,-18.97,True
ATNM,2023-05-15,-0.43,-0.43,0.58,True
ATNM,2023-03-31,-0.34,-0.43,-26.47,True
ATNM,2022-11-14,-0.31,-0.38,-22.58,True
ATNM,2022-08-12,-0.23,-0.33,-43.48,True
ATNM,2022-05-13,-0.31,-0.23,26.59,True
ATNM,2022-03-25,-0.3,-0.36,-18.68,True
ATNM,2021-11-12,-0.28,-0.3,-7.14,True
ATNM,2021-07-30,-0.29,-0.25,13.79,True
ATNM,2021-05-14,-0.34,-0.29,15.94,True
ATNM,2021-03-31,-0.36,-0.4,-12.15,True
ATNM,2020-10-23,-0.46,-0.36,21.74,True
ATNM,2020-08-14,-0.3,-0.41,-36.67,True
ATNM,2020-06-30,-0.9,-0.9,,True
ATNM,2020-05-08,-1.2,-0.9,25.0,True
ATO,2026-05-06,3.41,,,False
ATO,2026-02-03,2.44,2.44,0.07,True
ATO,2025-11-06,1.0,1.07,6.85,True
ATO,2025-08-06,1.15,1.16,1.25,True
ATO,2025-05-07,2.88,3.03,5.3,True
ATO,2025-02-04,2.21,2.23,0.84,True
ATO,2024-11-18,0.81,0.83,2.72,True
ATO,2024-08-07,1.05,1.08,2.8,True
ATO,2024-05-08,2.61,2.85,9.25,True
ATO,2024-02-06,2.05,2.08,1.56,True
ATO,2023-11-08,0.72,0.8,11.1,True
ATO,2023-08-02,0.99,0.94,-5.48,True
ATO,2023-05-03,2.46,2.48,0.68,True
ATO,2023-02-07,1.92,1.91,-0.63,True
ATO,2022-11-09,0.43,0.51,18.29,True
ATO,2022-08-03,0.86,0.92,7.57,True
ATO,2022-05-04,2.34,2.37,1.44,True
ATO,2022-02-08,1.85,1.86,0.73,True
ATO,2021-11-10,0.38,0.37,-3.78,True
ATO,2021-08-04,0.74,0.78,5.98,True
ATO,2021-05-05,2.05,2.3,12.37,True
ATO,2021-02-02,1.53,1.71,11.45,True
ATO,2020-11-11,0.51,0.53,3.53,True
ATO,2020-08-05,0.77,0.79,3.01,True
ATO,2020-05-06,1.92,1.95,1.42,True
ATON,2026-05-06,-0.35,,,False
ATON,2024-08-14,-4.4,-24.2,-450.0,True
ATON,2024-02-28,-5.2,-3.16,39.27,True
ATON,2023-11-28,-5.4,-5.69,-5.33,True
ATON,2023-08-29,-4.8,-5.46,-13.79,True
ATON,2023-07-31,-5.4,-7.6,-40.74,True
ATON,2023-03-01,-4.5,-8.8,-95.56,True
ATON,2022-11-29,-5.8,-1.2,79.31,True
ATON,2022-08-29,-5.93,-2.6,56.18,True
ATON,2022-08-01,-5.53,-11.0,-98.8,True
ATON,2022-02-24,-5.47,-5.2,4.88,True
ATON,2021-11-23,-5.6,-4.4,21.43,True
ATON,2021-08-30,-4.2,-5.0,-19.05,True
ATOM,2026-08-04,-0.14,,,False
ATOM,2026-05-05,-0.14,-0.17,-21.43,True
ATOM,2026-02-12,-0.14,-0.14,,True
ATOM,2025-10-28,-0.14,-0.17,-21.43,True
ATOM,2025-08-05,-0.14,-0.17,-21.43,True
ATOM,2025-05-06,-0.14,-0.17,-21.43,True
ATOM,2025-02-11,-0.14,-0.16,-14.29,True
ATOM,2024-10-29,-0.15,-0.17,-13.33,True
ATOM,2024-07-30,-0.15,-0.16,-6.67,True
ATOM,2024-04-25,-0.15,-0.19,-26.67,True
ATOM,2024-02-13,-0.11,-0.18,-63.64,True
ATOM,2023-11-01,-0.16,-0.2,-25.0,True
ATOM,2023-08-02,-0.16,-0.21,-31.25,True
ATOM,2023-04-26,-0.17,-0.21,-23.53,True
ATOM,2023-02-15,-0.17,-0.18,-5.88,True
ATOM,2022-11-09,-0.17,-0.2,-17.65,True
ATOM,2022-08-02,-0.17,-0.16,7.11,True
ATOM,2022-04-27,-0.16,-0.15,8.11,True
ATOM,2022-02-15,-0.16,-0.15,3.13,True
ATOM,2021-10-28,-0.12,-0.15,-25.0,True
ATOM,2021-08-03,-0.14,-0.17,-21.43,True
ATOM,2021-04-28,-0.13,-0.16,-23.08,True
ATOM,2021-02-10,-0.16,-0.15,8.62,True
ATOM,2020-10-29,-0.18,-0.14,21.06,True
ATOM,2020-08-05,-0.18,-0.17,6.88,True
ATR,2026-07-30,1.36,,,False
ATR,2026-04-30,1.15,1.19,3.48,True
ATR,2026-02-05,1.23,1.25,1.74,True
ATR,2025-10-30,1.57,1.62,3.08,True
ATR,2025-07-31,1.59,1.66,4.67,True
ATR,2025-05-01,1.16,1.2,3.9,True
ATR,2025-02-06,1.26,1.52,20.95,True
ATR,2024-10-24,1.42,1.49,4.93,True
ATR,2024-07-25,1.35,1.37,1.48,True
ATR,2024-04-25,1.15,1.26,9.76,True
ATR,2024-02-08,1.12,1.21,8.23,True
ATR,2023-10-25,1.27,1.39,9.45,True
ATR,2023-07-27,1.14,1.23,8.27,True
ATR,2023-04-27,0.9,0.95,5.41,True
ATR,2023-02-16,0.79,0.92,16.38,True
ATR,2022-10-27,0.94,0.95,1.54,True
ATR,2022-07-28,0.96,0.96,0.24,True
ATR,2022-04-28,0.96,0.96,0.07,True
ATR,2022-02-17,0.91,0.93,2.23,True
ATR,2021-10-28,0.94,0.94,-0.01,True
ATR,2021-07-29,0.97,0.91,-5.74,True
ATR,2021-04-29,0.9,1.09,21.0,True
ATR,2021-02-18,0.9,0.92,1.89,True
ATR,2020-10-29,0.84,1.0,18.44,True
ATR,2020-07-30,0.66,0.8,21.36,True
ATRA,2026-05-14,-0.22,,,False
ATRA,2026-03-16,-0.1,-0.35,-238.72,True
ATRA,2025-11-12,-0.66,-0.32,51.88,True
ATRA,2025-08-11,-0.32,0.19,159.38,True
ATRA,2025-05-15,-1.92,3.5,281.82,True
ATRA,2025-03-07,-3.49,-1.19,65.88,True
ATRA,2024-11-12,-3.5,-2.93,16.24,True
ATRA,2024-08-12,-2.24,-3.1,-38.52,True
ATRA,2024-05-09,-6.42,-5.75,10.39,True
ATRA,2024-03-28,-12.05,-14.0,-16.18,True
ATRA,2023-11-01,-16.4,-16.5,-0.61,True
ATRA,2023-08-08,-16.51,-17.0,-2.94,True
ATRA,2023-05-08,-9.51,-18.0,-89.28,True
ATRA,2023-02-08,-9.7,-18.0,-85.62,True
ATRA,2022-11-08,-19.34,-20.5,-6.0,True
ATRA,2022-08-08,-20.26,-7.82,61.39,True
ATRA,2022-05-05,-24.51,-21.75,11.25,True
ATRA,2022-02-28,-17.15,-24.0,-39.91,True
ATRA,2021-11-04,-23.43,-22.5,3.95,True
ATRA,2021-08-09,-21.82,-22.75,-4.27,True
ATRA,2021-05-04,-23.01,-21.5,6.57,True
ATRA,2021-03-01,-18.66,-23.75,-27.25,True
ATRA,2020-11-09,-26.94,-23.0,14.63,True
ATRA,2020-08-05,-29.57,-28.5,3.63,True
ATRA,2020-05-06,-35.36,-30.0,15.17,True
ATOS,2026-03-25,-1.14,-1.34,-17.2,True
ATOS,2025-11-12,-1.0,-1.05,-5.0,True
ATOS,2025-08-12,-0.85,-1.05,-23.53,True
ATOS,2025-05-13,-0.82,-0.75,9.09,True
ATOS,2025-03-25,-0.95,-0.75,21.05,True
ATOS,2024-11-12,-0.9,-0.9,,True
ATOS,2024-08-12,-0.9,-0.75,16.67,True
ATOS,2024-05-13,-1.0,-0.75,25.0,True
ATOS,2024-04-01,-0.9,-0.9,,True
ATOS,2023-11-13,-1.0,-0.75,25.0,True
ATOS,2023-08-14,-0.9,-1.2,-33.33,True
ATOS,2023-05-15,-0.9,-0.75,16.67,True
ATOS,2023-03-22,-0.97,-0.9,7.69,True
ATOS,2022-11-07,-0.82,-0.9,-9.09,True
ATOS,2022-08-08,-0.9,-0.75,16.67,True
ATOS,2022-05-09,-0.9,-0.6,33.33,True
ATOS,2022-02-28,-0.67,-0.6,11.11,True
ATOS,2021-11-15,-0.82,-0.6,27.27,True
ATOS,2021-08-13,-0.52,-0.9,-71.43,True
ATOS,2021-05-14,-0.75,-0.6,20.0,True
ATOS,2021-03-31,-4.05,-13.2,-225.93,True
ATOS,2020-11-13,-5.17,-5.1,1.45,True
ATOS,2020-08-13,-4.2,-6.45,-53.57,True
ATOS,2020-05-13,-5.85,-4.8,17.95,True
ATOS,2020-03-26,-4.95,-3.9,21.21,True
ATRO,2026-05-12,0.56,,,False
ATRO,2026-02-24,0.6,0.75,25.0,True
ATRO,2025-11-04,0.42,0.49,17.6,True
ATRO,2025-08-06,0.38,0.38,,True
ATRO,2025-05-06,0.3,0.44,46.67,True
ATRO,2025-03-04,0.28,0.48,73.78,True
ATRO,2024-11-06,0.25,0.35,42.86,True
ATRO,2024-08-01,0.17,0.19,9.52,True
ATRO,2024-05-02,0.07,0.08,29.54,True
ATRO,2024-02-28,0.12,0.35,193.02,True
ATRO,2023-11-08,0.07,-0.13,-282.14,True
ATRO,2023-08-03,-0.04,-0.2,-467.43,True
ATRO,2023-05-09,-0.16,-0.3,-81.66,True
ATRO,2023-03-02,-0.16,-0.22,-36.32,True
ATRO,2022-11-15,-0.4,-0.31,22.75,True
ATRO,2022-08-10,-0.24,-0.3,-26.42,True
ATRO,2022-05-06,-0.22,-0.6,-174.68,True
ATRO,2022-03-02,-0.09,-0.28,-212.22,True
ATRO,2021-11-08,-0.16,-0.25,-57.71,True
ATRO,2021-08-06,-0.18,-0.33,-84.69,True
ATRO,2021-05-06,-0.12,-0.39,-234.28,True
ATRO,2021-02-23,-0.11,-0.18,-69.79,True
ATRO,2020-10-30,-0.2,-0.17,17.83,True
ATRO,2020-07-31,-0.23,-0.17,26.6,True
ATRO,2020-05-06,-0.05,0.06,228.56,True
ATYR,2026-05-07,-0.15,,,False
ATYR,2026-03-05,-0.18,-0.14,24.32,True
ATYR,2025-11-06,-0.19,-0.26,-38.3,True
ATYR,2025-08-07,-0.18,-0.22,-19.57,True
ATYR,2025-05-07,-0.19,-0.17,10.0,True
ATYR,2025-03-13,-0.23,-0.18,20.35,True
ATYR,2024-11-07,-0.22,-0.23,-4.55,True
ATYR,2024-08-13,-0.24,-0.23,3.36,True
ATYR,2024-05-02,-0.25,-0.23,8.0,True
ATYR,2024-03-14,-0.24,-0.25,-5.04,True
ATYR,2023-11-09,-0.22,-0.2,10.11,True
ATYR,2023-08-09,-0.27,-0.22,19.71,True
ATYR,2023-05-09,-0.41,-0.29,29.61,True
ATYR,2023-03-09,-0.48,-0.26,45.83,True
ATYR,2022-11-10,-0.46,-0.46,0.86,True
ATYR,2022-08-15,-0.38,-0.44,-15.18,True
ATYR,2022-05-09,-0.33,-0.44,-32.66,True
ATYR,2022-03-14,-0.28,-0.31,-9.41,True
ATYR,2021-11-10,-0.57,-0.42,26.32,True
ATYR,2021-08-10,-0.49,-0.64,-29.29,True
ATYR,2021-05-13,-0.32,-0.51,-60.63,True
ATYR,2021-03-23,-0.82,-0.47,42.91,True
ATYR,2020-11-12,-0.74,-0.68,8.52,True
ATYR,2020-08-13,-0.73,-0.69,5.48,True
ATYR,2020-05-12,-0.18,0.25,238.89,True
ATRC,2026-07-28,0.03,,,False
ATRC,2026-05-05,-0.06,,100.0,False
ATRC,2026-02-17,-0.04,0.06,249.89,True
ATRC,2025-10-29,-0.12,-0.01,91.49,True
ATRC,2025-07-29,-0.16,-0.02,87.71,True
ATRC,2025-04-29,-0.22,-0.14,37.32,True
ATRC,2025-02-12,-0.15,-0.08,46.22,True
ATRC,2024-10-29,-0.2,-0.17,13.44,True
ATRC,2024-07-30,-0.17,-0.17,0.23,True
ATRC,2024-05-01,-0.23,-0.25,-8.3,True
ATRC,2024-02-15,-0.23,-0.21,7.97,True
ATRC,2023-11-01,-0.31,-0.2,35.72,True
ATRC,2023-07-25,-0.31,-0.12,61.56,True
ATRC,2023-05-02,-0.35,-0.23,34.25,True
ATRC,2023-02-21,-0.18,-0.09,49.54,True
ATRC,2022-11-01,-0.25,-0.27,-5.88,True
ATRC,2022-08-02,-0.29,-0.32,-10.87,True
ATRC,2022-05-03,-0.34,-0.33,3.97,True
ATRC,2022-02-15,-0.31,-0.3,2.53,True
ATRC,2021-11-03,-0.29,-0.23,19.73,True
ATRC,2021-08-04,-0.3,-0.3,1.54,True
ATRC,2021-04-27,-0.36,-0.32,10.92,True
ATRC,2021-02-23,-0.25,-0.18,28.25,True
ATRC,2020-11-05,-0.31,-0.11,64.07,True
ATRC,2020-07-28,-0.54,-0.38,29.02,True
AUBN,2012-01-19,0.46,0.4,-12.85,True
AUBN,2011-10-24,0.34,0.38,12.09,True
AUBN,2011-07-29,0.5,0.4,-19.35,True
AUBN,2011-04-29,0.4,0.44,11.11,True
AUBN,2011-01-28,0.36,0.47,30.92,True
AUBN,2010-10-22,0.15,0.44,187.58,True
AUB,2026-07-23,0.91,,,False
AUB,2026-04-21,0.87,0.89,2.17,True
AUB,2026-01-22,0.86,0.97,12.94,True
AUB,2025-10-23,0.84,0.84,-0.39,True
AUB,2025-07-24,0.8,0.95,19.25,True
AUB,2025-04-24,0.7,0.57,-18.96,True
AUB,2025-01-23,0.77,0.67,-13.44,True
AUB,2024-10-21,0.82,0.83,1.84,True
AUB,2024-07-25,0.64,0.63,-1.56,True
AUB,2024-04-23,0.72,0.65,-9.72,True
AUB,2024-01-23,0.75,0.78,4.0,True
AUB,2023-10-19,0.74,0.8,7.82,True
AUB,2023-07-25,0.67,0.74,10.45,True
AUB,2023-04-25,0.81,0.63,-22.46,True
AUB,2023-01-24,0.82,0.9,10.43,True
AUB,2022-10-20,0.76,0.74,-2.63,True
AUB,2022-07-21,0.7,0.69,-0.72,True
AUB,2022-04-21,0.64,0.6,-5.51,True
AUB,2022-01-25,0.7,0.71,0.85,True
AUB,2021-10-25,0.77,0.94,22.4,True
AUB,2021-07-22,0.71,1.05,47.54,True
AUB,2021-04-22,0.74,0.82,11.31,True
AUB,2021-01-26,0.7,0.93,32.48,True
AUB,2020-10-22,0.46,0.74,62.64,True
AUB,2020-07-23,0.31,0.43,38.57,True
AUGO,2026-05-06,2.18,,,False
AUGO,2026-02-27,1.58,0.9,-43.09,True
AUGO,2025-11-04,0.86,0.07,-91.84,True
AUGO,2023-02-27,0.53,0.17,-67.92,True
AUGO,2022-11-09,0.32,,-100.0,False
AUGO,2022-05-08,0.32,0.54,68.75,True
AUGO,2021-02-28,0.61,0.82,34.43,True
AUGO,2014-11-12,,0.07,,True
AUGO,2014-08-13,-0.23,0.13,157.14,True
AUGO,2014-05-13,-0.4,-0.27,33.33,True
AUGO,2014-03-26,-0.27,-0.23,14.65,True
AUGO,2013-11-14,-0.33,-0.07,80.0,True
AUGO,2013-08-14,-0.2,-1.47,-633.33,True
AUGO,2013-05-13,-0.13,-0.33,-150.0,True
AUGO,2013-03-20,-0.02,-0.33,-1400.14,True
AUGO,2012-11-13,-0.2,-0.47,-133.33,True
AUGO,2012-08-14,-0.29,-0.33,-16.04,True
AUGO,2012-05-15,-0.17,-0.53,-205.83,True
AUGO,2012-03-28,-0.04,-0.2,-455.09,True
AUGO,2011-11-14,-0.08,0.04,152.71,True
AUID,2026-05-15,,,,False
AUR,2026-05-06,-0.12,,,False
AUR,2026-02-11,-0.12,-0.08,31.92,True
AUR,2025-10-28,-0.12,-0.08,33.92,True
AUR,2025-07-30,-0.12,-0.08,31.83,True
AUR,2025-05-08,-0.11,-0.12,-5.89,True
AUR,2025-02-12,-0.12,-0.09,23.5,True
AUR,2024-10-30,-0.11,-0.13,-18.18,True
AUR,2024-07-31,-0.15,-0.09,38.2,True
AUR,2024-05-08,-0.15,-0.08,44.0,True
AUR,2024-02-14,-0.15,-0.1,32.07,True
AUR,2023-11-01,-0.15,-0.1,30.6,True
AUR,2023-08-02,-0.15,-0.15,1.07,True
AUR,2023-05-04,-0.17,-0.13,21.06,True
AUR,2023-02-21,-0.15,-0.12,21.67,True
AUR,2022-11-03,-0.2,-0.17,15.0,True
AUR,2022-08-12,-0.18,-1.02,-466.67,True
AUR,2022-05-12,-0.13,-0.07,46.15,True
AUR,2022-02-16,-0.12,-0.28,-133.33,True
AURA,2026-05-14,-0.4,,,False
AURA,2026-03-30,-0.43,-0.37,13.45,True
AURA,2025-11-13,-0.47,-0.4,14.44,True
AURA,2025-08-13,-0.47,-0.47,1.05,True
AURA,2025-05-15,-0.49,-0.55,-11.79,True
AURA,2025-03-24,-0.44,-0.52,-17.29,True
AURA,2024-11-12,-0.44,-0.42,4.55,True
AURA,2024-08-08,-0.45,-0.41,8.89,True
AURA,2024-05-09,-0.49,-0.4,17.7,True
AURA,2024-03-27,-0.41,-0.5,-21.36,True
AURA,2023-11-09,-0.52,-0.48,7.69,True
AURA,2023-08-09,-0.49,-0.48,2.04,True
AURA,2023-05-11,-0.54,-0.46,14.81,True
AURA,2023-03-15,-0.35,-0.52,-48.57,True
AURA,2022-11-10,-0.35,-0.54,-54.29,True
AURA,2022-08-11,-0.32,-0.46,-43.75,True
AURA,2022-05-12,-0.43,-0.44,-1.15,True
AURA,2022-03-23,-0.27,-0.38,-40.74,True
AURA,2021-11-24,-0.29,-0.28,2.31,True
AUUD,2025-05-08,-41.89,-28.38,32.24,True
AUUD,2025-03-05,-43.2,-115.07,-166.39,True
AUUD,2024-11-07,-91.63,-65.45,28.57,True
AUUD,2024-08-07,-66.76,-81.69,-22.36,True
AUUD,2024-05-14,-82.47,-239.02,-189.84,True
AUUD,2024-04-01,-589.05,-1638.87,-178.22,True
AUUD,2023-11-14,-327.25,-359.98,-10.0,True
AUUD,2023-08-24,-327.25,-490.88,-50.0,True
AUUD,2023-05-19,-98.18,-458.15,-366.67,True
AUUD,2023-03-23,-261.8,-458.15,-75.0,True
AUUD,2022-11-14,-327.25,-359.98,-10.0,True
AUUD,2022-08-12,-327.25,-523.6,-60.0,True
AUUD,2022-05-12,-261.8,-458.15,-75.0,True
AUUD,2022-02-17,-327.25,-195.37,40.3,True
AUUD,2021-11-12,-261.8,-556.33,-112.5,True
AVA,2026-08-05,0.27,,,False
AVA,2026-05-05,1.03,1.11,8.26,True
AVA,2026-02-25,1.02,0.87,-15.04,True
AVA,2025-11-05,0.28,0.36,26.76,True
AVA,2025-08-06,0.31,0.17,-44.26,True
AVA,2025-05-07,1.03,0.98,-5.08,True
AVA,2025-02-26,0.87,0.85,-2.02,True
AVA,2024-11-06,0.12,0.23,86.49,True
AVA,2024-08-07,0.3,0.29,-1.69,True
AVA,2024-05-01,1.0,0.91,-9.3,True
AVA,2024-02-21,1.14,1.1,-3.68,True
AVA,2023-11-01,0.14,0.19,33.33,True
AVA,2023-08-02,0.15,0.23,53.33,True
AVA,2023-05-03,1.16,0.73,-36.85,True
AVA,2023-02-22,0.78,1.06,36.25,True
AVA,2022-11-01,0.14,-0.08,-156.34,True
AVA,2022-08-03,0.17,0.16,-4.76,True
AVA,2022-05-04,0.92,0.99,7.84,True
AVA,2022-02-23,0.67,0.71,5.58,True
AVA,2021-11-03,0.06,0.2,222.58,True
AVA,2021-08-04,0.26,0.2,-22.48,True
AVA,2021-05-05,0.84,0.98,16.44,True
AVA,2021-02-24,0.79,0.86,8.31,True
AVA,2020-11-04,0.12,0.07,-41.67,True
AVA,2020-08-05,0.33,0.26,-20.25,True
AVAH,2026-05-14,0.13,,,False
AVAH,2026-03-19,0.16,0.17,8.66,True
AVAH,2025-11-06,0.13,0.15,14.94,True
AVAH,2025-08-07,0.04,0.18,405.48,True
AVAH,2025-05-08,,0.1,2717.8,True
AVAH,2025-03-13,,0.05,4487.16,True
AVAH,2024-11-07,-0.01,0.02,270.07,True
AVAH,2024-08-08,-0.02,0.01,148.61,True
AVAH,2024-05-09,-0.05,-0.03,39.96,True
AVAH,2024-03-14,-0.02,-0.02,17.32,True
AVAH,2023-11-09,-0.02,-0.03,-40.45,True
AVAH,2023-08-10,-0.04,-0.02,45.19,True
AVAH,2023-05-11,-0.06,-0.05,17.8,True
AVAH,2023-03-16,-0.02,-0.03,-40.98,True
AVAH,2022-11-09,0.04,-0.03,-181.21,True
AVAH,2022-08-10,0.07,0.03,-55.09,True
AVAH,2022-05-11,0.06,0.04,-35.41,True
AVAH,2022-03-28,0.11,0.1,-10.62,True
AVAH,2021-11-15,0.12,0.11,-6.51,True
AVAH,2021-08-11,0.1,0.1,-1.96,True
AVAH,2021-05-25,0.07,0.08,8.04,True
AVAV,2026-06-23,1.47,,,False
AVAV,2026-03-10,0.69,0.64,-7.39,True
AVAV,2025-12-09,-0.37,-0.34,7.61,True
AVAV,2025-09-09,0.34,0.32,-6.71,True
AVAV,2025-06-24,1.39,1.61,15.71,True
AVAV,2025-03-04,0.72,0.3,-58.22,True
AVAV,2024-12-04,0.68,0.47,-30.88,True
AVAV,2024-09-04,0.65,0.89,37.28,True
AVAV,2024-06-26,0.21,0.43,101.57,True
AVAV,2024-03-04,0.34,0.63,83.14,True
AVAV,2023-12-05,0.61,0.97,57.98,True
AVAV,2023-09-05,0.3,1.0,235.57,True
AVAV,2023-06-27,1.0,0.99,-1.2,True
AVAV,2023-03-06,0.43,0.33,-23.55,True
AVAV,2022-12-06,0.24,,-100.0,False
AVAV,2022-09-07,0.12,-0.1,-184.51,True
AVAV,2022-06-28,0.4,0.3,-25.31,True
AVAV,2022-03-03,0.3,0.32,7.26,True
AVAV,2021-12-07,0.64,0.78,22.83,True
AVAV,2021-09-08,-0.25,-0.17,32.54,True
AVAV,2021-06-29,0.81,1.04,27.76,True
AVAV,2021-03-09,,0.14,6900.0,True
AVAV,2020-12-08,0.31,0.48,56.86,True
AVAV,2020-09-09,0.39,0.44,12.24,True
AVAV,2020-06-23,0.69,0.75,9.49,True
AVB,2026-07-29,1.15,,,False
AVB,2026-04-27,1.17,1.04,-10.55,True
AVB,2026-02-04,1.24,1.16,-6.27,True
AVB,2025-10-29,1.49,1.4,-6.05,True
AVB,2025-07-30,1.3,1.18,-9.17,True
AVB,2025-04-29,1.36,1.26,-6.87,True
AVB,2025-02-04,1.27,2.15,69.63,True
AVB,2024-11-04,1.47,2.47,68.04,True
AVB,2024-07-31,1.21,1.8,49.48,True
AVB,2024-05-03,1.15,1.19,3.33,True
AVB,2024-02-01,1.27,1.79,41.15,True
AVB,2023-10-25,1.23,1.35,9.87,True
AVB,2023-08-01,1.17,2.58,120.4,True
AVB,2023-04-26,1.15,1.06,-8.45,True
AVB,2023-02-08,1.22,1.7,40.21,True
AVB,2022-11-08,1.19,3.54,198.22,True
AVB,2022-07-28,1.46,1.01,-30.58,True
AVB,2022-04-27,1.34,1.88,40.0,True
AVB,2022-02-02,0.95,2.37,149.89,True
AVB,2021-10-27,0.73,0.65,-11.35,True
AVB,2021-07-28,1.54,3.23,109.05,True
AVB,2021-04-28,0.87,1.03,18.6,True
AVB,2021-02-02,0.85,2.55,199.73,True
AVB,2020-10-28,1.01,1.09,7.19,True
AVB,2020-07-29,1.07,1.22,13.95,True
AVBP,2026-05-15,-0.89,,,False
AVBP,2026-03-05,-0.85,-0.78,7.69,True
AVBP,2025-11-10,-0.78,-0.83,-6.02,True
AVBP,2025-08-11,-0.71,-0.9,-26.51,True
AVBP,2025-05-12,-0.69,-1.9,-175.36,True
AVBP,2025-03-03,-0.78,-0.61,21.93,True
