fold,test_year,k_sl,k_tp,min_tp,max_time,train_expectancy,train_win_rate,train_ignition_score,test_expectancy,test_risk_adj_return,test_win_rate,test_loss_rate,test_time_rate,test_avg_days,test_risk_reward,test_ignition_score,test_avg_win,test_avg_time,test_trades
3,2023,1.5,4.0,0.2,60,0.006060498503919657,0.06109324758842444,2.103121698168616,0.014428914668674409,0.27257155082664597,0.05987741631305988,0.4332861857614333,0.5068363979255068,13.33993399339934,4.064163698809662,2.073549575933438,0.24490199278768482,0.051050320678590305,2121
4,2024,1.5,2.0,0.2,30,0.012499118645736523,0.0777218376337319,1.899037631886494,0.006777713636733273,0.13728231581471428,0.0643160300359125,0.5001632386549135,0.435520731309174,12.44139732288606,4.018437660542122,2.0667123528836795,0.2399616148468536,0.04870413139620903,3063
4,2024,1.5,2.0,0.2,45,0.012499118645736523,0.0777218376337319,1.899037631886494,0.006777713636733273,0.13728231581471428,0.0643160300359125,0.5001632386549135,0.435520731309174,12.44139732288606,4.018437660542122,2.0667123528836795,0.2399616148468536,0.04870413139620903,3063
4,2024,1.5,2.0,0.2,60,0.012499118645736523,0.0777218376337319,1.899037631886494,0.006777713636733273,0.13728231581471428,0.0643160300359125,0.5001632386549135,0.435520731309174,12.44139732288606,4.018437660542122,2.0667123528836795,0.2399616148468536,0.04870413139620903,3063
3,2023,2.0,4.0,0.2,30,0.007497649061546853,0.06430868167202572,2.0926076732436414,0.01583370830519874,0.26979694017668593,0.0627062706270627,0.3521923620933522,0.5851013672795851,14.78925035360679,3.3400309718835746,2.0664330694357216,0.24965535529164454,0.045297911548891234,2121
3,2023,2.0,4.0,0.2,45,0.007497649061546853,0.06430868167202572,2.0926076732436414,0.01583370830519874,0.26979694017668593,0.0627062706270627,0.3521923620933522,0.5851013672795851,14.78925035360679,3.3400309718835746,2.0664330694357216,0.24965535529164454,0.045297911548891234,2121
3,2023,2.0,4.0,0.2,60,0.007497649061546853,0.06430868167202572,2.0926076732436414,0.01583370830519874,0.26979694017668593,0.0627062706270627,0.3521923620933522,0.5851013672795851,14.78925035360679,3.3400309718835746,2.0664330694357216,0.24965535529164454,0.045297911548891234,2121
4,2024,2.0,2.0,0.2,30,0.013782136860537544,0.08055380742605413,1.9059318696051528,0.009602317115220985,0.1672676790329334,0.06823375775383611,0.38459027097616716,0.5471759712699967,14.466536075742736,3.196208966637717,2.0484267432169196,0.23965950765545832,0.040365369939046686,3063
4,2024,2.0,2.0,0.2,45,0.013782136860537544,0.08055380742605413,1.9059318696051528,0.009602317115220985,0.1672676790329334,0.06823375775383611,0.38459027097616716,0.5471759712699967,14.466536075742736,3.196208966637717,2.0484267432169196,0.23965950765545832,0.040365369939046686,3063
4,2024,2.0,2.0,0.2,60,0.013782136860537544,0.08055380742605413,1.9059318696051528,0.009602317115220985,0.1672676790329334,0.06823375775383611,0.38459027097616716,0.5471759712699967,14.466536075742736,3.196208966637717,2.0484267432169196,0.23965950765545832,0.040365369939046686,3063
5,2025,1.0,3.0,0.2,30,-0.0010993060944846506,0.04991596638655462,2.131253488531897,0.00831962446279438,0.18984618513907625,0.058703420112302195,0.5492598264420623,0.39203675344563554,11.043389484430833,4.669864632081086,2.0426092839675825,0.25968242505649536,0.060246106748947925,1959
5,2025,1.0,3.0,0.2,45,-0.0010990540551173295,0.04991596638655462,2.1312435765346724,0.008320917505491944,0.18979673349818404,0.058703420112302195,0.5492598264420623,0.39203675344563554,11.047983665135273,4.669864632081086,2.042575664246492,0.25968242505649536,0.060249405018016323,1959
